,reviews,stars,date,country,verified,corpus
2586,"Glasgow to Bangkok via Heathrow with British Airways. We never received ""paid for seats"" that we have just had £160.00 refunded back on to my credit card after complaining that we never on both legs of our flights. We had been told that we would not get refund as we had assistance? I e-mail them and informed I had my e-mail confirmation of set numbers and payment and seat ticket subs to prove my claim and at no point did I ask for or need or receive any assistance. They back tracked and I was informed my claim was authorised and it would take 6/8 weeks. British Airways need to stop this practice as it does not show the Airline in a good light. I would be wary of using British Airways long haul again, the aircraft are too old and shabby, and the female stewardess need to go back on a training course on customer service. Spirit of service what happened to that.",10.0,2015-11-29,United Kingdom,False,glasgow bangkok via heathrow british airway never received paid seat refunded back credit card complaining never leg flight told would get refund assistance e mail informed e mail confirmation set number payment seat ticket sub prove claim point ask need receive assistance back tracked informed claim authorised would take week british airway need stop practice show airline good light would wary using british airway long haul aircraft old shabby female stewardess need go back training course customer service spirit service happened
2587,"London Heathrow to Brisbane via Singapore return with British Airways. Overall it was not a great experience. We upgraded to premium economy on the way back expecting better leg room but I hardly noticed a difference! The plane looks old and the food was shocking! They advertise that there are great chefs picking the meals but the breakfast consisted of what I presume was a sausage and some type of scrambled egg, it was not nice. The flight did not take off for an hour because the entertainment system was faulty. The entertainment was ok, however the music could do with updating. The staff were friendly and it was easy checking in.",10.0,2015-11-29,United Kingdom,False,london heathrow brisbane via singapore return british airway overall great experience upgraded premium economy way back expecting better leg room hardly noticed difference plane look old food shocking advertise great chef picking meal breakfast consisted presume sausage type scrambled egg nice flight take hour entertainment system faulty entertainment ok however music could updating staff friendly easy checking
2588,"Manchester to Mumbai via Heathrow return, an A320 for the shorter leg and a Boeing 777-300ER on the long haul leg. Sadly British Airways seems to have it's most rude and arrogant staff on flights to India, who treat passengers poorly and don't really care. Flew MAN-LHR-BOS return last month and the staff on those flights seemed to be much better. Same with the food - food on the flight to and from India wasn't great - I asked for a specific meal on the outward journey which wasn't there and was instead there on the return leg - which I did not need. When I queried this - the answer was ""You must have made a mistake"" and the attitude was of a ""take it or leave it"".  ",8.0,2015-11-29,United Kingdom,False,manchester mumbai via heathrow return shorter leg boeing er long haul leg sadly british airway seems rude arrogant staff flight india treat passenger poorly really care flew man lhr bos return last month staff flight seemed much better food food flight india great asked specific meal outward journey instead return leg need queried answer must made mistake attitude take leave
2589,"Rome to London with British Airways. Very uptight woman checking myself and husband in made me check my carry-on bag that was substantially smaller than other bags taken onboard the plane. When I arrive to London I find I have no bag for my vacation! No pajamas, no toothpaste, no change of clothes, no toothbrush and it's pouring down rain and cold here. ",6.0,2015-11-28,United States,False,rome london british airway uptight woman checking husband made check carry bag substantially smaller bag taken onboard plane arrive london find bag vacation pajama toothpaste change clothes toothbrush pouring rain cold
2590,"We were not able to check in online for our British Airways flight from Bangkok to London. Boarding was a shambles with no clear boarding of business class first. I was travelling with my partner and we were not initially seated together. Seating together was only confirmed at the time of boarding. It is unacceptable to have to pay for a seat. Food selection and quality was poor. Chicken Tikka dry, and the appearance a murky brown colour except the rice. Meal was starchy with both rice and potatoes. Overall cheap! They had run out of our choice for the next meal by the time they reached us. Again the selection very limited. Meal very cheap and unappetising and left almost uneaten. Offered only one drink (tea, coffee, water) with no refill offered. Staff service very mediocre at best. I could not charge my computer on either the outbound or return flights.",9.0,2015-11-27,United Kingdom,False,able check online british airway flight bangkok london boarding shamble clear boarding business class first travelling partner initially seated together seating together confirmed time boarding unacceptable pay seat food selection quality poor chicken tikka dry appearance murky brown colour except rice meal starchy rice potato overall cheap run choice next meal time reached u selection limited meal cheap unappetising left almost uneaten offered one drink tea coffee water refill offered staff service mediocre best could charge computer either outbound return flight
2591,I travel quite often to Europe and elsewhere but have avoided flying British Airways due to bad experiences in the past. However I decided to try the airline again - and a big mistake! Checked in online and selected a widow seat near the front of the aircraft. On arriving at LGW I was informed my seat had been unilaterally changed to an aisle seat at the rear of the aircraft! I am absolutely disgusted by such treatment. No other airline has done that to me ever in 20 years of flying. As a result of this I shall now try even harder to avoid flying British Airways whenever possible. Oh and the flight was delayed and the boarding staff were slow and inefficient. Bad experience all round.,9.0,2015-11-27,United Kingdom,False,travel quite often europe elsewhere avoided flying british airway due bad experience past however decided try airline big mistake checked online selected widow seat near front aircraft arriving lgw informed seat unilaterally changed aisle seat rear aircraft absolutely disgusted treatment airline done ever year flying result shall try even harder avoid flying british airway whenever possible oh flight delayed boarding staff slow inefficient bad experience round
2592,Our first flight in an A380 and not disappointed. The aircraft still seemed new and a bit if a culture shock after so many years travelling in rather well used BA 777s and 747s. The first class cabin was spacious with large and very private seating. The aircraft is also very quiet. Service from the staff was attentive and friendly.,3.0,2015-11-26,United Kingdom,False,first flight disappointed aircraft still seemed new bit culture shock many year travelling rather well used ba first class cabin spacious large private seating aircraft also quiet service staff attentive friendly
2593,"London Heathrow to Krakow, good flights with efficient, friendly crews, although the seating is so cramped these days - not a business class experience any more. Reasonable food and plenty of drinks. No lounge in Krakow and nothing like enough seats at gate made it a poor airport experience there. Just about okay overall.",9.0,2015-11-25,United Kingdom,False,london heathrow krakow good flight efficient friendly crew although seating cramped day business class experience reasonable food plenty drink lounge krakow nothing like enough seat gate made poor airport experience okay overall
2594,"Excellent flight on the A380 from LHR and back from JNB. No problems encountered. Boarding was speedy and efficient Good, pleasant service from FA's. Food and drinks good, with a very good choice of entertainment Will fly BA as long as the price is reasonable.",7.0,2015-11-25,France,False,excellent flight lhr back jnb problem encountered boarding speedy efficient good pleasant service fa food drink good good choice entertainment fly ba long price reasonable
2595,"I was very pleased with my flight on this aircraft, it was my first time flying on a B747, and it made quite the impression. This flight was full with a duration of approx 9 hours. Rough start as we had to wait an extra 45 min for additional crew for the flight. Each seat equipped with a blanket and pillow, e individual TV screens with a broad range of movies/tv shows. I am 6ft and found the leg room to be adequate (my knees did start to become sore towards the end), but enough room. Crew were great and food service the best I've received. A couple rounds of snack/drink service and a hot meal served which was great. It seemed very easy for everyone around to sleep but I can never sleep on planes so I stayed awake. ",10.0,2015-11-25,Canada,False,pleased flight aircraft first time flying b made quite impression flight full duration approx hour rough start wait extra min additional crew flight seat equipped blanket pillow e individual tv screen broad range movie tv show ft found leg room adequate knee start become sore towards end enough room crew great food service best received couple round snack drink service hot meal served great seemed easy everyone around sleep never sleep plane stayed awake
2596,"Outward leg in Premium Economy on British Airways A380. Seats very comfortable, great leg room and much larger entertainment screen. Food acceptable, has improved since last trip. However, Premium Economy section is now so big you lose any exclusive experience that you used to enjoy on older aircraft. Also, what do you have to do to get a window seat.? Even as a Ruby member able to select a seat 7 days in advance I have just found it to be impossible. Who or what do those guys sitting in the window seats know? Return leg on the Boeing 747-400, old but in good condition and very clean. Still no window seat but I do feel that Premium Economy is well worth the extra coin.",4.0,2015-11-24,United Kingdom,False,outward leg premium economy british airway seat comfortable great leg room much larger entertainment screen food acceptable improved since last trip however premium economy section big lose exclusive experience used enjoy older aircraft also get window seat even ruby member able select seat day advance found impossible guy sitting window seat know return leg boeing old good condition clean still window seat feel premium economy well worth extra coin
2597,"British Airways online check in policy is now most appalling. Four times I have flown with them and three times myself and my girlfriend have been placed apart. This is even though we were on the same booking and once this has happened in business. British Airways charge you just for selecting a seat. Not a better seat, just any seat other than that automatically selected for you! The system seems designed to deliberately place you apart, even though it knows that you are together. Then it charges you £18 per seat to change your seat. If neither you or your partner have an empty seat next to you then you have to pay to move both seats just to be together. They also won't let you checkin until 24 hours before so you have to spend one hour of your holiday going online and paying for the privilege of sitting together. Both these practices are archaic, even with Ryanair, they place you together in the system and if you pay to change you get priority boarding. Monarch only charge you to get a better quality seat. With Ryan Air you can also checkin your return at the same time as your outward. British Airways have sunk to new depths and I will not fly them again.",6.0,2015-11-24,United Kingdom,False,british airway online check policy appalling four time flown three time girlfriend placed apart even though booking happened business british airway charge selecting seat better seat seat automatically selected system seems designed deliberately place apart even though know together charge per seat change seat neither partner empty seat next pay move seat together also let checkin hour spend one hour holiday going online paying privilege sitting together practice archaic even ryanair place together system pay change get priority boarding monarch charge get better quality seat ryan air also checkin return time outward british airway sunk new depth fly
2603,"British Airways from Tampa to Gatwick on Boeing 777 Club World. Having travelled out WT Plus to Miami we got a good deal coming back from Tampa so flew Club Class. Checked in at Tampa with no queues, and used the International Lounge at Tampa. Supposed to be exclusive to BA customers this had comfortable seats, and good choice of newspapers and magazines. Did not try WiFi. However, there was disappointingly very poor choice of snacks - a few dried up sorry looking sandwiches which were not replenished during my time there, and crackers with some processed cheese with a few dips, some wine, beer, liquor and soft drinks. Pretty uninspiring stuff. On board comfortable, if narrow, seats that extended into (more or less) flat beds. British Airways still have the very camped 2-4-2 layout with fellow passengers having to clamber over people to go to the rest room etc. Reasonable meal (beef) accompanied by an outstanding Chablis Premier Cru and a very nice Sauvignon Blanc. My wife slept for 5 straight hours - I could only sleep fitfully as not much room at shoulder level but at least the seats were comfortable. Terrible selection of films on the entertainment system. Took off on time, and landed slightly early. FA's quite smiley and nice.",1.0,2015-11-20,United Kingdom,False,british airway tampa gatwick boeing club world travelled wt plus miami got good deal coming back tampa flew club class checked tampa queue used international lounge tampa supposed exclusive ba customer comfortable seat good choice newspaper magazine try wifi however disappointingly poor choice snack dried sorry looking sandwich replenished time cracker processed cheese dip wine beer liquor soft drink pretty uninspiring stuff board comfortable narrow seat extended le flat bed british airway still camped layout fellow passenger clamber people go rest room etc reasonable meal beef accompanied outstanding chablis premier cru nice sauvignon blanc wife slept straight hour could sleep fitfully much room shoulder level least seat comfortable terrible selection film entertainment system took time landed slightly early fa quite smiley nice
2604,"I have used British Airways on a regular basis between Rome and Gatwick. My flights have usually been on time, most aircraft do not have the new interior, a few with bmi screens at the door. I always order AVML meals which are good quality for dinner, but plain cheese, cucumber and tomoato sandwiches for afternoon tea. My issue is the inconsistency with the cabin crew who can vary from pleasant to rude and cut corners with the service when they can. I appreciate that the LGW base is a ""low cost"" base for BA, but there is no excuse for the crew to behave as they do. easyJet and Vueling crew look more professional and are more pleasant on the same route. The LGW lounge is tired and average at best. It needs a good clean. FCO still has no lounge after the fire in the summer nor have any other arrangements been made. Flying in and out of LGW with BA you are aware that this is not the real BA and is downgraded in all ways from LHR.",6.0,2015-11-20,Italy,False,used british airway regular basis rome gatwick flight usually time aircraft new interior bmi screen door always order avml meal good quality dinner plain cheese cucumber tomoato sandwich afternoon tea issue inconsistency cabin crew vary pleasant rude cut corner service appreciate lgw base low cost base ba excuse crew behave easyjet vueling crew look professional pleasant route lgw lounge tired average best need good clean fco still lounge fire summer arrangement made flying lgw ba aware real ba downgraded way lhr
2605,"London Heathrow to Miami on one of British Airways crummy Boeing 747s. Originally Booked WT Plus choosing flight in an A380 with shiny new updated cabin and entertainment system for 3rd year in a row, and for the 3rd year in a row they promptly changed the plane on my flight for a very elderly and not updated Boeing 747. Do BA actually have any A380's? Reasonably comfortable, but the old on demand entertainment system had a poor choice of films and programs. Cabin staff and food okay from memory but, as usual with British Airways nowadays, very small portions. Took off slightly late in fog, made up time on flight and landed slightly early at Miami. Old aircraft notwithstanding I still think WT Plus is well worth the extra - 7 inches of extra legroom is so much more comfortable than coach.",2.0,2015-11-20,United Kingdom,False,london heathrow miami one british airway crummy boeing originally booked wt plus choosing flight shiny new updated cabin entertainment system rd year row rd year row promptly changed plane flight elderly updated boeing ba actually reasonably comfortable old demand entertainment system poor choice film program cabin staff food okay memory usual british airway nowadays small portion took slightly late fog made time flight landed slightly early miami old aircraft notwithstanding still think wt plus well worth extra inch extra legroom much comfortable coach
2606,"Checked in and found the Club lounge was ""landside"" meaning one had to allow time to get through security after using it. I need not have worried as I spent all of 60 seconds in the shared lounge that British Airways use with about eight airlines. As BA have 3 daily flights to Hannover and potentially 60+ users of the facility, I could have been forgiven to thinking there might be some decent food around. Wrong! The meal was a bunch of dried up sausages in a steamer that looked like samples in a medical lab. Ghastly. A few bits of cheese here and there and that was it. I quickly moved on and had an excellent dinner in the Movenpick restaurant a few meters away.  Only three passenger in Club and the plane pushed back 5 minutes early. The meal I was offered was a reasonable looking prawn salad. I declined as I was well fed. A couple of Gin and Tonics and the flight of 90 minutes passed easily. FAs very friendly. Landing was in high winds and very well executed. Was the return trip worth it for £800? Not really but then my client paid the bill.",5.0,2015-11-18,United Kingdom,False,checked found club lounge landside meaning one allow time get security using need worried spent second shared lounge british airway use eight airline ba daily flight hannover potentially user facility could forgiven thinking might decent food around wrong meal bunch dried sausage steamer looked like sample medical lab ghastly bit cheese quickly moved excellent dinner movenpick restaurant meter away three passenger club plane pushed back minute early meal offered reasonable looking prawn salad declined well fed couple gin tonic flight minute passed easily fa friendly landing high wind well executed return trip worth really client paid bill
2607,"Dublin to London City on 2nd November flight was cancelled due to fog, queued for 3 hours for a rebooking only to be offered a flight on the following evening when fog was due again in London. Refund could not be processed by staff in the airport so I had to phone the call centre. Two weeks later and I still have not received a refund. Booked Ryanair for the following day and even though it was last minute, it was still cheaper than my original cancelled BA flight. Reluctant to pay a premium to fly British Airways again.",6.0,2015-11-18,Ireland,False,dublin london city nd november flight cancelled due fog queued hour rebooking offered flight following evening fog due london refund could processed staff airport phone call centre two week later still received refund booked ryanair following day even though last minute still cheaper original cancelled ba flight reluctant pay premium fly british airway
2608,"Trip got off to a good start with the Club lounge at Terminal 3, and I prefer it to T5. Decent seating. Reasonable food and plenty of drinks.  Plane was newish and in good shape. Was seated in 1A so leg room was fine. Anywhere else in Club Europe is a waste of time and little space. Plane took off 40 minutes late. FAs were fine. Declined the miserable, pathetic looking dried up sandwich which was the inflight meal. Had a couple of Gin and Tonics instead. Comfortable flight of about 80 minutes.",8.0,2015-11-18,United Kingdom,False,got good start club lounge terminal prefer decent seating reasonable food plenty drink plane newish good shape seated leg room fine anywhere else club europe waste time little space plane took minute late fa fine declined miserable pathetic looking dried sandwich inflight meal couple gin tonic instead comfortable flight minute
2609,"This review covers my usual return trip from London Heathrow to Dubai. Both flights are overnight and I use points to upgrade to business. It was a Boeing 777 going out and Boeing 747 on the return trip. There was nothing really wrong with either flight but I only really use them for the timings and the flat bed to get some sleep. I don't like the weird front to back 2x4x2 layout and cannot forsee how much longer British Airways can get away with this as it is so out of date with modern standards. It is fine if you get a window seat and no one attached to you. Having watched the seating pattern filling up over several months I eventually paid £136 extra to reserve a window seat both ways. After a couple of hours the bed is very hard and the storage is almost non existent. That said, the crew were polite and served well. They seemed to be older and I think that makes the difference, they understand customer service. On the return, one cabin crew in particular was very responsive and helpful in offering tea mid flight. Overall the product is outdated and this time the service was good. It got me there and back safely and I was fed and watered. I am very open to moving my custom elsewhere though, primarily due to the seat layout.",9.0,2015-11-18,United Kingdom,False,review cover usual return trip london heathrow dubai flight overnight use point upgrade business boeing going boeing return trip nothing really wrong either flight really use timing flat bed get sleep like weird front back x x layout cannot forsee much longer british airway get away date modern standard fine get window seat one attached watched seating pattern filling several month eventually paid extra reserve window seat way couple hour bed hard storage almost non existent said crew polite served well seemed older think make difference understand customer service return one cabin crew particular responsive helpful offering tea mid flight overall product outdated time service good got back safely fed watered open moving custom elsewhere though primarily due seat layout
2610,"Check in both ways was excellent and priority security. British Airways lounge at Heathrow and Spa very nice as was breakfast served there. Lounge at Houston is far too small, so many 'status' holders in there that it became standing room only. Outbound plane we were due to fly on went 'tech' 45 mins before departure so swapped and after delay of 2 hours they got a 'new' plane. Sadly neither plane nor interior were new. The 'new first' First class seats ageing badly, grubby and scuffed, seat electrics hesitant to work at times and old entertainment system that failed during the flight. Interior much better on the way back. Crew excellent and attentive on way out. Food well presented but poor outbound, better coming back, wine same both ways and rather average. Surprised the hand baggage allowance is same in all classes now, In First class you have an entire overhead to yourself and seat storage, so why not allow First passengers to make use of it?. Priority baggage labelling as always pointless - came out in the middle of everyone elses. The simple question to ask is was it worth it - if I had paid for it, a no. Not a big enough upgrade on business class to justify the difference and not a First Class experience in some important aspects.",3.0,2015-11-17,United Kingdom,False,check way excellent priority security british airway lounge heathrow spa nice breakfast served lounge houston far small many status holder became standing room outbound plane due fly went tech min departure swapped delay hour got new plane sadly neither plane interior new new first first class seat ageing badly grubby scuffed seat electric hesitant work time old entertainment system failed flight interior much better way back crew excellent attentive way food well presented poor outbound better coming back wine way rather average surprised hand baggage allowance class first class entire overhead seat storage allow first passenger make use priority baggage labelling always pointless came middle everyone el simple question ask worth paid big enough upgrade business class justify difference first class experience important aspect
2611,"I regularly travel British Airways to LCY and LHR and found them to be nothing more than a glorified Ryanair in terms of service. I also flew a longer sector (Kiev to London) last week and it was awful. On the A319 they only have 1 toilet at the rear of the plane for all economy passenger. On a 4 hour flight this resulted in massive queues discomforting passenger on the last 4-5 rows as well as long waits for those actually using the loo. The food was horrendous (Chicken Kiev!) and the air hostesses were surly, abrupt and really uninterested and unfriendly. I don't want them to do the fake smile and friendliness thing, but these girls and guys were genuinely unhappy and unfriendly. As for my regular weekly or biweekly flights between Dublin and LCY or LHR, the E170 service to LCY is ok, it's punctual, and you get a stale croissant for breakfast on it. What really annoys me is how British Airways treats its frequent flyers, makes it impossible to get any meaningful benefit from BA despite having travelled numerous times with them (every other week at least!) and paid hundreds of pounds in fares that are usually well above the competition. They also have this ""seat selection"" fee for their bronze members if they book a hand luggage only fare. They cite that these fares are there to make it competitive but they really are not anywhere near competitive on routes they sell from Dublin and the treatment of regular flyers and bronze members leaves a lot to be desired (it's basically meaningless: I would have far better service on Cityjet or Aer Lingus which both server those routes, for a lower fare, while being able to choose my seat for free at check-in time). As a result, I am seriously considering my use of British Airways.",3.0,2015-11-17,Ireland,False,regularly travel british airway lcy lhr found nothing glorified ryanair term service also flew longer sector kiev london last week awful toilet rear plane economy passenger hour flight resulted massive queue discomforting passenger last row well long wait actually using loo food horrendous chicken kiev air hostess surly abrupt really uninterested unfriendly want fake smile friendliness thing girl guy genuinely unhappy unfriendly regular weekly biweekly flight dublin lcy lhr e service lcy ok punctual get stale croissant breakfast really annoys british airway treat frequent flyer make impossible get meaningful benefit ba despite travelled numerous time every week least paid hundred pound fare usually well competition also seat selection fee bronze member book hand luggage fare cite fare make competitive really anywhere near competitive route sell dublin treatment regular flyer bronze member leaf lot desired basically meaningless would far better service cityjet aer lingus server route lower fare able choose seat free check time result seriously considering use british airway
2612,"I decided to fly British Airways as it is now the only oneworld carrier with Premium Economy between Sydney and Singapore, since Qantas now only runs A330s with Business and basic economy into Singapore. It was a pleasant surprise with very good service and food and a pleasant ambience onboard. Almost all passengers were flying onto London and this also applied to the return run from Singapore, with almost all passengers originating in London. This means that for the return flight from Singapore most other people had slept all the way from London and were chatting and moving about the cabin, meaning it was almost impossible to get any sleep on the relatively short overnight flight between Singapore to Sydney. So, if you don't mind skipping any sleep between Singapore and Sydney this is a nice alternative when planning to fly from Australia to Singapore and return. Many passengers had their window blinds shut during the landing approaches into Singapore and also Sydney when I understood just the opposite was supposed to be the case for safety reasons. Not sure why BA allows this to happen.",4.0,2015-11-17,Australia,False,decided fly british airway oneworld carrier premium economy sydney singapore since qantas run business basic economy singapore pleasant surprise good service food pleasant ambience onboard almost passenger flying onto london also applied return run singapore almost passenger originating london mean return flight singapore people slept way london chatting moving cabin meaning almost impossible get sleep relatively short overnight flight singapore sydney mind skipping sleep singapore sydney nice alternative planning fly australia singapore return many passenger window blind shut landing approach singapore also sydney understood opposite supposed case safety reason sure ba allows happen
2613,"Athens to London Heathrow return. British Airways really annoyed me with paying for seat selection. As a result, I try my luck and board the plane last without paying for seat selection. For short haul flights, it is worth the risk. Otherwise, the usual British Airways service. Food has improved over the past few years, pilots and cabin crews quite pleasant to interact with. Planes in decent condition.",4.0,2015-11-16,Greece,False,athens london heathrow return british airway really annoyed paying seat selection result try luck board plane last without paying seat selection short haul flight worth risk otherwise usual british airway service food improved past year pilot cabin crew quite pleasant interact plane decent condition
2614,British Airways London City airport to Zurich costs double the average. The service is at average or below. British Airways Loyalty program makes it difficult to reach decent level even travelling weekly and now they reserve fast track to gold only. ,6.0,2015-11-16,United Kingdom,False,british airway london city airport zurich cost double average service average british airway loyalty program make difficult reach decent level even travelling weekly reserve fast track gold
2615,"Glasgow to Rome return via Heathrow on a BA city break package. Short delay outbound due to fog in Glasgow and about 1 hr delay on return from Rome. Four excellent flights, Heathrow-Glasgow leg re-booked in Rome by check-in desk in anticipation of delay. The connection was tight so we were pleasantly surprised to find our luggage had made in onto the Glasgow flight. Cabin crew and catering excellent (I didn't like the type of sandwich so was offered a lovely salad instead). Best cup of tea I've had on a flight.",1.0,2015-11-16,United Kingdom,False,glasgow rome return via heathrow ba city break package short delay outbound due fog glasgow hr delay return rome four excellent flight heathrow glasgow leg booked rome check desk anticipation delay connection tight pleasantly surprised find luggage made onto glasgow flight cabin crew catering excellent like type sandwich offered lovely salad instead best cup tea flight
2616,"Cape Town to London Heathrow. The new British Airways lounge at Cape Town is a big improvement on the lounge that used to be shared with Virgin, however it filled up quickly with passengers for the two flights. Our new First class seats (2A/3A) were already showing their age, so the plane was probably one of the first to be retrofitted. Unfortunately, the crew in First were young and disinterested. Neither of us were addressed by our names at any point during the flight. The dinner service was slow and the food mediocre (cold and dry or overcooked and dry). Ironically, they ran out of the South African white wine. The entertainment system wasn't working for most of the flight. British Airways should provide an iPad alternative in First when that happens. PJs and the flat bed made up with a duvet are good touches, but the flight was too turbulent for uninterrupted sleep. The Boeing 747-400 toilets are ridiculously small for changing in and out of clothes. Overall, the experience was underwhelming.",4.0,2015-11-15,United Kingdom,False,cape town london heathrow new british airway lounge cape town big improvement lounge used shared virgin however filled quickly passenger two flight new first class seat already showing age plane probably one first retrofitted unfortunately crew first young disinterested neither u addressed name point flight dinner service slow food mediocre cold dry overcooked dry ironically ran south african white wine entertainment system working flight british airway provide ipad alternative first happens pjs flat bed made duvet good touch flight turbulent uninterrupted sleep boeing toilet ridiculously small changing clothes overall experience underwhelming
2617,"British Airways are not the upmarket world class brand they were. Fact. Everything is about saving whilst extorting. The lounge at Gatwick and T5 had no hot food until certain times - like school.  A while back they're was always superb Lounge food and not salty kettle chips! People have paid for this and British Airways is not delivering which is really wrong. Bought sandwich from downstairs because lounge had no decent food. Onboard only a tiny amount of Club World passengers, yet they ran out of preferred meal choices. Starting to wonder just how the cabin crew are treated, because if they are treated the way passengers are, no wonder they've stopped caring. So sad for what was an iconic brand. ",1.0,2015-11-15,United Kingdom,False,british airway upmarket world class brand fact everything saving whilst extorting lounge gatwick hot food certain time like school back always superb lounge food salty kettle chip people paid british airway delivering really wrong bought sandwich downstairs lounge decent food onboard tiny amount club world passenger yet ran preferred meal choice starting wonder cabin crew treated treated way passenger wonder stopped caring sad iconic brand
2618,"Travelled British Airways from London Heathrow to Buenos Aires return in Business Class. Business class layout is terrible with very narrow seats which are arrangend in way that almost in any seat you book, somebody will step over you during the night or you have to step over somebody else. In addition, there are screens between and your neighbor's seat which flight attendants have to move up and down when they want to serve passengers who do not have an aisle seat. I can't imagine how stupid the person who created this layout must have been. It is not comfortable for passengers nor is it for flight attendants. Very sticky atmosphere due to this odd arrangement of seats. In terms of service, this was lousy on both flights. There are about 4 flight attendants for about 40 Business Class seats. The flight attendants are quite old. It takes them a long time to get you something to drink on the table after take-off. They move through the cabin twice with drinks before they serve dinner and desert. Afterwards you don't see them and they may not show up even if you press the call button. Their attitude is by and large correct, but very formal and impersonal. They clearly don't display any signs of fun or interest in the customer. Food was reasonable. No Wifi available at all.",9.0,2015-11-15,Germany,False,avelled british airway london heathrow buenos aire return business class business class layout terrible narrow seat arrangend way almost seat book somebody step night step somebody else addition screen neighbor seat flight attendant move want serve passenger aisle seat imagine stupid person created layout must comfortable passenger flight attendant sticky atmosphere due odd arrangement seat term service lousy flight flight attendant business class seat flight attendant quite old take long time get something drink table take move cabin twice drink serve dinner desert afterwards see may show even press call button attitude large correct formal impersonal clearly display sign fun interest customer food reasonable wifi available
2619,"I have been loyal British Airways and found little to complain about. The last two long hauls I have done this year with BA has seen the passengers wearing winter coats when flying to the tropics due to the cabin being kept freezing. But my main complaint is the nice little earner BA have come up with where you pay seat allocation and extra for bulkhead or emergency exit seats where there is more leg room. I have now paid the high rate on numerous occasions only to find the plane configuration has changed and I am in a regular seat, the crew have been known to ask me for proof! Today's flight was no exception, I wasn't even given an apology or a refund but told to keep my voice down. The crew looked tired and just going through the motions. My loyalty may have come to an end and I am seriously considering Air Mauritius or Emirates for my next trip.",7.0,2015-11-14,United Kingdom,False,loyal british airway found little complain last two long haul done year ba seen passenger wearing winter coat flying tropic due cabin kept freezing main complaint nice little earner ba come pay seat allocation extra bulkhead emergency exit seat leg room paid high rate numerous occasion find plane configuration changed regular seat crew known ask proof today flight exception even given apology refund told keep voice crew looked tired going motion loyalty may come end seriously considering air mauritius emirate next trip
2620,"Flight and crew great, the problems came when we had to deal with the Orlando check in staff and customer complaints in uk. Total nightmare and they just did not care at all. Our seats were booked 3 months in advance as we had a small baby with us. When arriving at Orlando airport to return home the check in agent changed our seats to mid row and no bassinets. We noticed before going through security and returned to advise to get our seats that we had booked back. This turned into 2 hours of sheer hell with the staff (including airport manager) while my baby screamed the place down hungry, as we could not go through security until they had rectified the problem. The staff were rude and arrogant and refused to admit they had messed up and refused to change our seats back as they had seated someone else there who had no baby. Even though these seats are reserved for people with babies due to the bassinet availability. Eventually it was changed back after so much stress and hassle. On returning we complained and 3 times we got the answer yes it was our fault we are sorry but we can't give anything to say sorry for our behaviour. Eventually after another complaint they agreed to 3000 avios and £25 voucher. I won't be flying with British Airways again as they are so bad in customer relations and check in agents leave a lot to be desired.",8.0,2015-11-14,United Kingdom,False,flight crew great problem came deal orlando check staff customer complaint uk total nightmare care seat booked month advance small baby u arriving orlando airport return home check agent changed seat mid row bassinet noticed going security returned advise get seat booked back turned hour sheer hell staff including airport manager baby screamed place hungry could go security rectified problem staff rude arrogant refused admit messed refused change seat back seated someone else baby even though seat reserved people baby due bassinet availability eventually changed back much stress hassle returning complained time got answer yes fault sorry give anything say sorry behaviour eventually another complaint agreed avios voucher flying british airway bad customer relation check agent leave lot desired
2621,"Heathrow to Las Vegas with British Airways, and a farcical flight to be honest. 2 hours into a 10 hour flight running out of beer for those who drink is a joke. Not having the choice of food by the time it comes to you on 4 occasions over the 2 flights is pathetic - I guess you need to really consider where you book your seats by asking where they start serving from. I thought air stewardesses were meant to at least crack a smile once and again, and when asked reasonable questions (that had to be asked due to the ridiculous shortages) were meant to be as accommodating and friendly as possible? Hope I never have to fly with British Airways again.",8.0,2015-11-14,United Kingdom,False,heathrow la vega british airway farcical flight honest hour hour flight running beer drink joke choice food time come occasion flight pathetic guess need really consider book seat asking start serving thought air stewardess meant least crack smile asked reasonable question asked due ridiculous shortage meant accommodating friendly possible hope never fly british airway
2622,"Smooth take off and landing. Plane about 75%  full, mostly business people. The ""meal"" was past terrible. A horrible, tiny, dry bread bun with a the smallest piece of chicken ever and the most salty bacon I have ever tasted. The best part was the sticky bun that followed, washed down with lemonade. No entertainment for this 1hr 45min flight. The toilets were barely passable, had they been cleaned from the previous flight?",8.0,2015-11-14,New Zealand,False,smooth take landing plane full mostly business people meal past terrible horrible tiny dry bread bun smallest piece chicken ever salty bacon ever tasted best part sticky bun followed washed lemonade entertainment hr min flight toilet barely passable cleaned previous flight
